031,33,0,14,2.389207523435644,25,3.523958705770795,41,3.8839756600366258,23,4.539740894265634,28,5.335254819739404,10,7.971981113671248,36,8.739635256106794,05,8.913723375765969,26,8.95910980411702,15,9.575818244550888,06,11.118364161798581,11,11.33251116373701,31,11.445044453727178,39,12.28458556326764,24,12.556869531688577,02,13.553502077941545,07,15.371884748478507,18,16.223178919808902,22,16.609967407553142,34,16.778757421861158,04,17.355423766886616,32,19.301549110066148,20,22.73572630799265,03,28.4793457367074,29,29.56990778369341,42,31.931004890618752,38,32.96853186080875,43,36.52343932181159,35,36.53035224739808,40,37.79464595222043,44,44.10125526268441,17,45.523139102706494,08,45.72408213367597,27,47.06779806666641,21,52.855855709838565,01,53.39559912909196,45,56.093506401340036,19,62.26210995009076,09,68.17653649829352,13,72.54124251898907,16,82.76263805433132,12,83.55304175322186,30,88.71389380185208,37,100.0
032,26,0.0,42,0.3070020015520498,09,0.4078930842455861,32,0.6869399817929605,12,1.151331308025675,01,1.305141125454611,36,1.669416279542915,04,1.9546544857057029,41,2.2987040157936747,21,2.6775460926231176,03,2.6802629418155988,20,2.868621431002964,19,3.3536275894462335,40,4.113706272629287,22,4.766019586397931,27,4.862288538246588,13,6.080663769561113,05,6.168200117440378,23,6.286341432125354,10,10.52808594042348,30,14.933061217151817,44,25.15890760011081,43,25.879709508909457,29,27.848257847236695,02,28.112107079085575,38,30.225591972188255,18,30.50560573703764,35,30.552933457569054,17,31.078523739802634,33,35.98360283049644,24,37.59905644427676,45,40.92590893941585,14,43.94173929341088,15,46.63546803298974,08,50.96437252944864,25,51.059598402669565,16,52.291580084979444,34,52.62359808505426,07,53.411927502231286,31,65.81986553873296,28,65.99650998445452,06,72.69480853303372,11,73.45936107755276,39,83.78831736701699,37,100.0
033,19,0.0,34,2.0876300683199247,05,2.2246532872089517,13,2.946228498395598,36,2.9890945305066907,35,3.617044163371034,01,3.7872542310498147,30,4.443036806916297,04,6.213782065055682,20,6.8992939090768886,38,7.005578802068399,45,9.562224738417441,33,9.648256008188952,10,10.012839552569915,37,12.602877110795475,14,12.97830954662193,44,13.501103771222148,41,20.947752599384387,43,20.94889504985629,31,24.97452976553383,22,25.2925746982029,03,26.540997629250313,26,26.59981207706838,39,27.606512648600045,12,31.187298633195198,18,31.573484464266713,09,31.661590098924563,15,33.5700842617709,07,35.481260699259735,42,38.836047859317404,27,41.200801140459376,11,42.095625075436466,02,42.52213829390013,25,43.05963545036732,17,45.93225975035779,24,46.00647984958764,28,46.25889699916887,08,47.854398379837185,23,48.7900678003144,32,52.04368846723204,29,52.687142486146016,40,55.21850703055405,16,56.947130626939924,21,84.90680803978393,06,100.0
034,27,0.0,29,1.2697692730266823,08,1.808959009700061,15,2.6599613809886336,20,2.7398888893876574,32,3.9583638721404526,28,4.793011628062516,01,4.873917601573822,44,5.107814680513201,07,5.965756963462937,21,6.1216787878492624,31,6.178829219889593,18,6.7639260629192535,26,7.34284005848788,33,7.91602138019114,14,9.841280216177282,10,12.996543439923457,35,13.603955046111878,34,20.690767714356824,30,22.344131323748172,39,22.443499021090773,40,23.61975758681389,22,26.187066809267847,42,29.431601441902885,04,30.302396303383077,17,31.196626314011638,36,31.905033854809744,16,33.345442816237295,38,33.73061300863759,13,33.932417028705856,23,34.96795360296974,11,35.060457550322084,25,36.58502054139798,12,37.712595703073255,37,39.1597446312184,06,39.828784243910874,02,39.84388774735187,05,40.82155963917961,09,45.309075008699374,45,48.384209716067815,03,53.72131817908503,19,54.872161121634484,24,62.16528471269968,41,63.389621102641506,43,100.0
035,30,0.0,12,3.8024904422829167,01,5.141783596208242,10,5.471117959127469,31,5.725227593183845,28,7.085303119376718,14,7.228603252047378,32,7.637032234773628,27,7.979012385372798,04,8.270952819441078,41,8.49639852199958,38,9.675930055670634,03,10.812613187321645,37,12.024834822267763,43,12.721920036355925,15,13.056516588114192,18,13.804699223031378,08,20.495073503489834,21,23.766839849989793,13,30.814032194109657,45,32.56198735410915,39,35.17816309018555,29,47.12517805127224,40,48.35728294405594,34,48.960037385342616,44,49.60791962768313,33,49.72779023769042,24,52.59475962294315,23,53.62842802159198,35,54.413114866279514,06,61.4189762992401,42,61.69261761688133,17,66.62832868228378,16,66.64176214507185,19,71.65407015841105,20,73.95056060839909,25,74.45426058070936,09,78.34025188372209,22,78.47088904430323,02,80.31093664937403,07,85.79925325993852,36,92.45144747713756,11,94.82406646646365,05,97.15639029163707,26,100.0
036,20,0.0,16,0.6244716994631574,17,1.885982041669763,43,2.6075991216643644,15,3.368651670319707,28,3.937015486250118,27,4.603428807853319,18,4.807004815512286,19,5.637768296752043,13,5.857463532428525,03,6.1881768729546,29,7.119042754292252,26,7.3370853262689195,10,7.866388889578403,36,8.239359381840714,09,8.729845320280717,34,9.171567304880327,14,9.358113086198387,44,10.70481724518784,06,11.816259340694074,04,17.167280619445364,24,17.5011781802356,21,17.64128312551182,45,19.00221620511485,31,22.096334079570795,39,23.04272352271512,05,23.253970623201,01,23.294943644634827,42,25.032600593629724,41,25.804788477020708,37,34.942237660042025,12,35.72526968343098,07,41.98632452506904,08,44.17429983061325,40,46.75266036312415,25,50.428867863370655,33,51.25778327686319,38,53.657240868282244,02,53.95558419829373,22,54.89156735508689,35,61.103436775451385,11,78.53828348692292,32,85.43881487394601,30,88.44935921323159,23,100.0
037,25,0.0,22,0.06204502969515602,42,0.20227595245108887,27,0.27201426102324433,38,0.3459562920892978,41,1.051167161275714,05,1.1136480277104397,19,1.2038073920019627,32,1.236731691421042,45,1.2539074630887228,10,1.2666522573185262,02,2.1251860515448584,30,2.1854290492984774,17,2.2508205994249124,09,2.423793162951142,24,2.5600289172901824,06,3.037722828961421,35,3.4525090549932145,07,3.7597297141229404,01,3.821136541034562,37,4.03403440640686,33,4.195400159115053,16,4.6029627991697595,28,4.738208097497051,20,5.308740443643458,36,5.482722655715534,18,7.465139792422804,44,7.9486421582085995,39,9.396259266735541,31,12.259131631683488,08,15.11928932863107,29,16.224683865394,04,17.2960657443258,03,18.23247445623302,21,20.19821616629322,23,20.255380801897417,26,20.992441950624183,43,24.938858187472093,12,29.68814137855955,15,31.053510377523736,14,34.743931285284816,11,53.14570440090131,40,61.45272270933701,13,96.15593028937961,34,100.0
038,09,0,39,1.21545745590727,14,1.46581842633708,43,1.5526731417146493,12,2.274728828795631,28,2.697222782041493,05,3.0717692366695104,23,4.892678556571042,35,5.2861775926710095,22,6.282445363129426,10,7.699960797999694,01,10.276566416471397,31,12.142571431908692,30,12.43814299841813,08,13.456820771565035,42,13.643469683692345,17,14.281435636439127,45,14.30147736541224,24,16.169477964697236,27,16.504358345213276,20,16.845878898241097,21,17.118676290242774,03,17.501897068906743,32,18.192547832939766,37,20.220320948582483,02,21.01162029014509,15,21.464424846670042,06,24.976300124480787,41,28.29416940449873,29,28.62844355269378,25,33.796023183881175,38,34.94905522691636,40,34.98081365201824,26,37.00964242326622,44,39.71814797095256,34,40.179930731108634,07,44.45116103767864,11,49.201393312425154,04,52.533947042310075,33,67.79229066366051,19,68.78142344005562,16,72.47266598868889,13,73.22064207745814,18,86.57610379997999,36,100.0
039,16,0.0,04,2.0288926006899715,01,2.0677754202027074,33,2.2974867234476335,08,3.0056003246313594,36,3.214501471337755,03,4.860074676437122,35,6.285362606282007,13,8.315034405232339,15,8.663434173235075,32,9.387615209032958,28,11.757318634730922,41,12.999897124608282,11,14.010728717018054,06,14.22892339412202,45,16.37634339298849,39,16.78963857449959,17,24.739775924246345,26,25.098231264941802,42,25.158013671805165,12,26.056047687139994,44,26.40979204176959,02,27.811576918735042,31,30.502684247646044,40,30.578873230305362,19,43.763323694669,37,43.94386849942622,43,54.03918747859024,22,56.00941070510942,30,57.64829491394411,05,57.83376937175028,38,58.16954409493583,23,59.12782409386886,21,59.50589810743579,18,59.78622575905139,29,59.905847682276224,20,62.044631617843585,10,62.11001036762097,27,65.15172705474664,24,72.03601980155511,07,72.47941813790155,34,74.29947425810508,25,80.07890906827272,09,88.18820854612318,14,100.0
040,14,0.0,13,0.07308284652141595,30,0.19253329522045703,03,0.32754519419830785,24,0.5736972177142263,27,0.767504579534176,11,1.367674384165781,29,1.5855138540879352,17,1.6657401304619839,05,1.7774884216509008,26,2.5972188043092217,06,3.2589336288651367,40,3.302145902618136,41,3.4621008932056725,25,3.9978854526145255,07,4.240296181436378,01,4.273964949966555,02,5.428234900730487,18,5.561044844817843,19,6.170920589090983,20,9.649921398889887,22,12.952763045738848,04,13.276866244000104,33,14.113354691508135,39,14.787354865214695,34,15.022320747620853,23,17.131189615363425,44,17.927041074003128,35,20.441898742852914,42,21.9967716631064,32,22.676551885225763,09,23.046797345338334,37,24.19557796092809,16,24.903640329898124,45,25.825155694854445,36,26.270512361652152,10,30.75353512705928,28,34.20800712485217,08,40.52602886900007,21,47.916600543662355,15,50.25624097492161,38,63.03199249053992,12,66.38215569625197,31,70.60446013894283,43,100.0
041,21,0.0,16,0.1565395823575102,06,0.7198739394155069,02,2.458286069217536,11,2.9335833117957577,20,3.5224039974383743,43,4.213591231134416,45,4.228534155697204,24,5.0835905264702745,38,5.887390762743422,42,6.188615241059466,25,6.38930145571365,23,6.592621729319191,44,6.694928229245946,40,7.860656213700096,05,7.918153555164764,27,9.35094021416073,10,9.625522901310248,07,10.14183153906454,33,12.081178895332243,22,12.22731293441106,12,12.89789482223091,03,12.934349338964907,28,12.939737149475619,30,13.26320821117423,15,13.27805499421666,37,13.413995301578808,26,13.540286121886808,35,15.83495181020595,09,16.693911883955366,39,16.71233095847785,31,32.40092563871204,41,32.43359882099931,34,37.24633722177468,13,42.52098582517256,29,42.992658347909114,18,47.310704826193664,19,53.20977447706624,32,54.71182819327303,17,59.06874003917905,14,66.93415016404799,36,67.57960638352709,04,71.11493374263516,08,82.09358089520234,01,100.0
042,30,0.0,33,1.288946927908512,35,2.673206950898802,39,3.914859926229582,08,4.623935496615857,38,5.188565849031718,28,5.799500531438753,14,7.030302461010962,29,7.219441830332926,18,8.77144857263508,15,8.885327613613981,01,9.35754795059475,21,9.542854121293217,34,9.694175163920306,24,10.576988462007364,25,12.279525368982235,10,12.301203894444498,20,12.636767266585295,12,14.413715231480921,04,22.308774447731423,05,24.102280260231723,19,24.60831029443584,44,24.987885574478966,42,25.541802406015236,45,25.561276641938036,37,27.01824430312118,17,27.47557173454267,23,28.13550399723067,27,29.8978206313884,13,30.033111313978125,02,30.456095374940375,41,31.23040120179374,09,32.9497886216015,43,35.407133268543845,22,35.765493826529394,16,47.90128434429666,32,53.603884699683746,06,55.386822269690704,31,61.110683160135856,11,76.35155391299575,40,77.59962956730914,36,77.87444618430659,07,86.25757672792894,26,89.64500500481931,03,100.0
043,40,0.0,03,0.8683379975589247,17,1.3765110288129847,08,1.5890366107421556,18,1.6537105844829085,16,2.160064217968525,04,2.3084759762339218,41,2.567538594257755,02,3.334648222657293,38,3.9975939049488147,32,4.106916528993395,37,4.995918173991299,45,5.873524181301036,19,5.8808912489421346,42,6.078321923663154,10,7.999928561761749,15,9.038145627744953,28,11.233542463110027,12,12.150468743853693,01,13.21360998193505,07,27.621261445447033,21,29.66496478401008,22,31.409090266696097,35,35.007149038831955,31,35.956977162655406,23,36.847924593495236,14,38.466986768598346,09,39.00682862619368,33,39.06338182368169,44,41.119377199816924,34,41.50217011680272,11,43.934296095151375,39,46.6474025208869,29,50.28392568906677,30,51.22188084675845,06,54.15026373741007,36,61.153304336290105,27,65.3709975840746,13,66.90863677320193,26,67.5442533835712,25,67.91305049230104,05,73.73023216554454,43,77.02573800863235,20,92.78274292386146,24,100.0
044,26,0.0,28,0.35072117754424426,07,3.1670918656697324,14,12.925642090941423,15,14.493915251534645,05,15.052301916785098,44,16.802858877776714,30,17.638997498567903,29,19.624272781368234,23,20.157046434553962,10,20.227908630973218,41,20.31067202631344,31,21.970848868448485,17,22.245535036340897,09,24.17237865298121,24,24.245242662834897,36,26.67791892060289,01,31.587504182464357,12,32.53679614331385,18,34.0264632597423,42,34.32768067208231,11,39.87636126375434,38,40.0071927799619,40,41.49883880847037,13,42.854882933409215,08,48.70934639999319,06,49.226441473478296,35,49.32591415103383,03,56.28058639594468,37,60.96123303418488,19,62.482186392019344,21,65.73289654920924,22,66.90942042912033,45,68.61865064373646,33,69.00445275343134,39,71.67491747101641,16,74.43607641356914,43,78.64413958295287,25,79.80293212026092,04,82.47104937978551,34,84.04687692487519,20,84.065716526519,02,88.49610378481387,32,92.22802633988928,27,100.0
045,31,0.0,25,0.033941774725988694,44,0.11800317888626921,30,0.3405535501490675,08,0.4805448604119249,40,1.0755193000583603,45,1.5187382867813,09,1.6489814534896965,35,2.364587232648205,32,2.6022929171989517,16,3.4351654285955817,07,3.442224035564891,33,3.542631560415046,02,4.112896687813574,17,4.371746545854066,34,5.441265081022308,11,5.895195931494527,13,6.090360761733578,28,6.6267780437146655,19,12.94057661055578,38,13.262362807134991,20,13.5917265082782,24,16.685761324144536,22,18.19290797210556,37,19.719428915676687,05,19.892200839968226,06,19.930586705997584,41,20.053355650303487,23,20.228434244871053,29,22.860197971679128,15,23.145043575345056,36,23.207537542171295,03,23.637845822515132,26,23.64972074837401,10,30.700853393000955,39,33.19361622692381,04,41.19954422816119,01,43.32450004164679,21,49.004183380137924,18,62.4753581008421,14,62.74335578931848,27,64.4297730194005,43,65.50036325294968,12,66.93795357544482,42,100.0
046,44,0.0,41,1.6324988240618978,40,1.8332223783658748,36,2.8874596464609823,04,3.6406865607058734,32,4.6637660969137045,11,5.005131528424954,34,5.283776000705032,18,6.4769386391130155,13,7.697511532263718,37,8.055547886296054,24,8.899049272031235,19,9.805051676608628,38,10.108325513964374,06,16.89638680813249,30,18.07794588585564,21,18.822402963066935,15,22.35660139583564,28,23.132969219405624,02,23.996324683374667,22,24.745087201266642,25,25.02160837385709,12,25.30368207923891,27,25.474687887047594,16,28.127325437569,17,28.237713882898063,08,28.302169552419443,42,28.33674903550488,39,28.432358212552487,33,28.590072317730417,26,29.66528731390943,09,30.43632362061149,31,31.202018426166305,10,31.5548804982339,23,34.9372799088778,07,37.562499034105876,01,38.16145341521216,29,38.27752830677048,20,39.884549157801345,45,41.0943870160907,43,44.71373954697919,35,45.41209496083686,05,48.78789241631644,14,52.26009590291026,03,100.0
